bytes_in,bytes_out,creation_time,end_time,src_ip,src_ip_country_code,protocol,response.code,dst_port,dst_ip,rule_names,observation_name,source.meta,source.name,time,detection_types,hour,dayofweek,duration_sec,anomaly
6046,4544,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 01:40:00+00:00,0,1,4,600.0,0
6584,11898,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 01:40:00+00:00,0,1,4,600.0,0
7666,14346,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,3,6,0,200,443,0,0,0,0,0,2024-04-26 01:40:00+00:00,0,1,4,600.0,0
5140,4294,2024-04-26 01:50:00+00:00,2024-04-26 02:00:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 01:50:00+00:00,0,1,4,600.0,0
37105,49494,2024-04-26 01:50:00+00:00,2024-04-26 02:00:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 01:50:00+00:00,0,1,4,600.0,0
28896,7328,2024-04-26 01:50:00+00:00,2024-04-26 02:00:00+00:00,9,2,0,200,443,0,0,0,0,0,2024-04-26 01:50:00+00:00,0,1,4,600.0,0
8872,14760,2024-04-26 01:50:00+00:00,2024-04-26 02:00:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 01:50:00+00:00,0,1,4,600.0,0
4755578,292284,2024-04-26 01:50:00+00:00,2024-04-26 02:00:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 01:50:00+00:00,0,1,4,600.0,0
11358,24124,2024-04-26 01:50:00+00:00,2024-04-26 02:00:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 01:50:00+00:00,0,1,4,600.0,0
4264,11882,2024-04-26 01:50:00+00:00,2024-04-26 02:00:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 01:50:00+00:00,0,1,4,600.0,0
3966,3248,2024-04-26 01:50:00+00:00,2024-04-26 02:00:00+00:00,3,6,0,200,443,0,0,0,0,0,2024-04-26 01:50:00+00:00,0,1,4,600.0,0
35666,39032,2024-04-26 08:00:00+00:00,2024-04-26 08:10:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 08:00:00+00:00,0,8,4,600.0,0
28540,7228,2024-04-26 08:00:00+00:00,2024-04-26 08:10:00+00:00,9,2,0,200,443,0,0,0,0,0,2024-04-26 08:00:00+00:00,0,8,4,600.0,0
44408,22446,2024-04-26 08:00:00+00:00,2024-04-26 08:10:00+00:00,0,6,0,200,443,0,0,0,0,0,2024-04-26 08:00:00+00:00,0,8,4,600.0,0
8202,6068,2024-04-26 08:00:00+00:00,2024-04-26 08:10:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 08:00:00+00:00,0,8,4,600.0,0
18201558,1170896,2024-04-26 08:00:00+00:00,2024-04-26 08:10:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 08:00:00+00:00,0,8,4,600.0,1
23836,41493,2024-04-26 08:00:00+00:00,2024-04-26 08:10:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 08:00:00+00:00,0,8,4,600.0,0
3862,2982,2024-04-26 08:00:00+00:00,2024-04-26 08:10:00+00:00,3,6,0,200,443,0,0,0,0,0,2024-04-26 08:00:00+00:00,0,8,4,600.0,0
15978,28154,2024-04-26 08:10:00+00:00,2024-04-26 08:20:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 08:10:00+00:00,0,8,4,600.0,0
28042,4834,2024-04-26 08:10:00+00:00,2024-04-26 08:20:00+00:00,8,2,0,200,443,0,0,0,0,0,2024-04-26 08:10:00+00:00,0,8,4,600.0,0
3618,2648,2024-04-26 08:10:00+00:00,2024-04-26 08:20:00+00:00,27,4,0,200,443,0,0,0,0,0,2024-04-26 08:10:00+00:00,0,8,4,600.0,0
13546,17742,2024-04-26 08:10:00+00:00,2024-04-26 08:20:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 08:10:00+00:00,0,8,4,600.0,0
18273120,1145109,2024-04-26 08:10:00+00:00,2024-04-26 08:20:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 08:10:00+00:00,0,8,4,600.0,0
15094,10563,2024-04-26 08:10:00+00:00,2024-04-26 08:20:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 08:10:00+00:00,0,8,4,600.0,0
5238,11674,2024-04-26 08:10:00+00:00,2024-04-26 08:20:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 08:10:00+00:00,0,8,4,600.0,0
4480,11778,2024-04-26 08:20:00+00:00,2024-04-26 08:30:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 08:20:00+00:00,0,8,4,600.0,0
30396,28830,2024-04-26 08:20:00+00:00,2024-04-26 08:30:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 08:20:00+00:00,0,8,4,600.0,0
28628,13570,2024-04-26 08:20:00+00:00,2024-04-26 08:30:00+00:00,8,2,0,200,443,0,0,0,0,0,2024-04-26 08:20:00+00:00,0,8,4,600.0,0
1360,436,2024-04-26 08:20:00+00:00,2024-04-26 08:30:00+00:00,16,6,0,200,443,0,0,0,0,0,2024-04-26 08:20:00+00:00,0,8,4,600.0,0
3976,11282,2024-04-26 08:20:00+00:00,2024-04-26 08:30:00+00:00,27,4,0,200,443,0,0,0,0,0,2024-04-26 08:20:00+00:00,0,8,4,600.0,0
9440,23452,2024-04-26 08:20:00+00:00,2024-04-26 08:30:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 08:20:00+00:00,0,8,4,600.0,0
18285525,1130944,2024-04-26 08:20:00+00:00,2024-04-26 08:30:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 08:20:00+00:00,0,8,4,600.0,0
24200,41078,2024-04-26 08:20:00+00:00,2024-04-26 08:30:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 08:20:00+00:00,0,8,4,600.0,0
5030,11570,2024-04-26 08:20:00+00:00,2024-04-26 08:30:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 08:20:00+00:00,0,8,4,600.0,0
7204,5860,2024-04-26 08:20:00+00:00,2024-04-26 08:30:00+00:00,3,6,0,200,443,0,0,0,0,0,2024-04-26 08:20:00+00:00,0,8,4,600.0,0
4168,11674,2024-04-26 08:30:00+00:00,2024-04-26 08:40:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 08:30:00+00:00,0,8,4,600.0,0
37156,48239,2024-04-26 08:30:00+00:00,2024-04-26 08:40:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 08:30:00+00:00,0,8,4,600.0,0
27912,6080,2024-04-26 08:30:00+00:00,2024-04-26 08:40:00+00:00,9,2,0,200,443,0,0,0,0,0,2024-04-26 08:30:00+00:00,0,8,4,600.0,0
44390,22134,2024-04-26 08:30:00+00:00,2024-04-26 08:40:00+00:00,0,6,0,200,443,0,0,0,0,0,2024-04-26 08:30:00+00:00,0,8,4,600.0,0
4686,11778,2024-04-26 08:30:00+00:00,2024-04-26 08:40:00+00:00,2,2,0,200,443,0,0,0,0,0,2024-04-26 08:30:00+00:00,0,8,4,600.0,0
18239056,1144663,2024-04-26 08:30:00+00:00,2024-04-26 08:40:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 08:30:00+00:00,0,8,4,600.0,0
6806,13238,2024-04-26 08:30:00+00:00,2024-04-26 08:40:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 08:30:00+00:00,0,8,4,600.0,0
10118,14760,2024-04-26 08:30:00+00:00,2024-04-26 08:40:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 08:30:00+00:00,0,8,4,600.0,0
15016,11797,2024-04-26 08:40:00+00:00,2024-04-26 08:50:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 08:40:00+00:00,0,8,4,600.0,0
1996566,56644,2024-04-26 08:40:00+00:00,2024-04-26 08:50:00+00:00,10,5,0,200,443,0,0,0,0,0,2024-04-26 08:40:00+00:00,0,8,4,600.0,0
10578,23450,2024-04-26 08:40:00+00:00,2024-04-26 08:50:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 08:40:00+00:00,0,8,4,600.0,0
18125238,1121958,2024-04-26 08:40:00+00:00,2024-04-26 08:50:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 08:40:00+00:00,0,8,4,600.0,0
18482,29508,2024-04-26 08:40:00+00:00,2024-04-26 08:50:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 08:40:00+00:00,0,8,4,600.0,0
5238,11778,2024-04-26 08:40:00+00:00,2024-04-26 08:50:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 08:40:00+00:00,0,8,4,600.0,0
4116,11570,2024-04-26 08:40:00+00:00,2024-04-26 08:50:00+00:00,3,6,0,200,443,0,0,0,0,0,2024-04-26 08:40:00+00:00,0,8,4,600.0,0
4272,11778,2024-04-26 08:50:00+00:00,2024-04-26 09:00:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 08:50:00+00:00,0,8,4,600.0,0
31166,25856,2024-04-26 08:50:00+00:00,2024-04-26 09:00:00+00:00,12,6,0,200,443,0,0,0,0,0,2024-04-26 08:50:00+00:00,0,8,4,600.0,0
28830,27096,2024-04-26 08:50:00+00:00,2024-04-26 09:00:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 08:50:00+00:00,0,8,4,600.0,0
60122,12630,2024-04-26 08:50:00+00:00,2024-04-26 09:00:00+00:00,0,6,0,200,443,0,0,0,0,0,2024-04-26 08:50:00+00:00,0,8,4,600.0,0
3678,11038,2024-04-26 08:50:00+00:00,2024-04-26 09:00:00+00:00,10,5,0,200,443,0,0,0,0,0,2024-04-26 08:50:00+00:00,0,8,4,600.0,0
36522,18578,2024-04-26 08:50:00+00:00,2024-04-26 09:00:00+00:00,2,2,0,200,443,0,0,0,0,0,2024-04-26 08:50:00+00:00,0,8,4,600.0,0
13232,17534,2024-04-26 08:50:00+00:00,2024-04-26 09:00:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 08:50:00+00:00,0,8,4,600.0,0
18171403,1103358,2024-04-26 08:50:00+00:00,2024-04-26 09:00:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 08:50:00+00:00,0,8,4,600.0,1
1147,5151,2024-04-26 08:50:00+00:00,2024-04-26 09:00:00+00:00,18,6,0,200,443,0,0,0,0,0,2024-04-26 08:50:00+00:00,0,8,4,600.0,0
80,44,2024-04-26 08:50:00+00:00,2024-04-26 09:00:00+00:00,19,6,0,200,443,0,0,0,0,0,2024-04-26 08:50:00+00:00,0,8,4,600.0,0
790,444,2024-04-26 08:50:00+00:00,2024-04-26 09:00:00+00:00,22,6,0,200,443,0,0,0,0,0,2024-04-26 08:50:00+00:00,0,8,4,600.0,0
5030,11674,2024-04-26 08:50:00+00:00,2024-04-26 09:00:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 08:50:00+00:00,0,8,4,600.0,0
3638,3086,2024-04-26 08:50:00+00:00,2024-04-26 09:00:00+00:00,3,6,0,200,443,0,0,0,0,0,2024-04-26 08:50:00+00:00,0,8,4,600.0,0
4704,11882,2024-04-26 09:10:00+00:00,2024-04-26 09:20:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 09:10:00+00:00,0,9,4,600.0,0
16960,19458,2024-04-26 09:10:00+00:00,2024-04-26 09:20:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 09:10:00+00:00,0,9,4,600.0,0
29314,15444,2024-04-26 09:10:00+00:00,2024-04-26 09:20:00+00:00,9,2,0,200,443,0,0,0,0,0,2024-04-26 09:10:00+00:00,0,9,4,600.0,0
28244,17860,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,12,6,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
2007229,59926,2024-04-26 09:10:00+00:00,2024-04-26 09:20:00+00:00,10,5,0,200,443,0,0,0,0,0,2024-04-26 09:10:00+00:00,0,9,4,600.0,0
18890,30568,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
27970,13366,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,9,2,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
30596,14488,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,0,6,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
6488,4164,2024-04-26 09:10:00+00:00,2024-04-26 09:20:00+00:00,2,2,0,200,443,0,0,0,0,0,2024-04-26 09:10:00+00:00,0,9,4,600.0,0
9908,14656,2024-04-26 09:10:00+00:00,2024-04-26 09:20:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 09:10:00+00:00,0,9,4,600.0,0
48614,25178,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,2,2,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
7994,5754,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
18119202,1132321,2024-04-26 09:10:00+00:00,2024-04-26 09:20:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 09:10:00+00:00,0,9,4,600.0,1
3904,19282,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,17,6,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
5736,12114,2024-04-26 09:10:00+00:00,2024-04-26 09:20:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 09:10:00+00:00,0,9,4,600.0,0
18187778,1142605,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
5482,21034,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,25,6,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
1112,430,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,26,6,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
833,4490,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,21,6,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
1674,8980,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,24,6,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
1328,524,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,23,6,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
3534,2982,2024-04-26 09:10:00+00:00,2024-04-26 09:20:00+00:00,3,6,0,200,443,0,0,0,0,0,2024-04-26 09:10:00+00:00,0,9,4,600.0,0
1628,8980,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,20,6,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
5518,12114,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
3314,14998,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,18,6,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
5342,11674,2024-04-26 09:00:00+00:00,2024-04-26 09:10:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 09:00:00+00:00,0,9,4,600.0,0
6486,4458,2024-04-26 09:20:00+00:00,2024-04-26 09:30:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 09:20:00+00:00,0,9,4,600.0,0
24506,34772,2024-04-26 09:20:00+00:00,2024-04-26 09:30:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 09:20:00+00:00,0,9,4,600.0,0
1942449,49030,2024-04-26 09:20:00+00:00,2024-04-26 09:30:00+00:00,10,5,0,200,443,0,0,0,0,0,2024-04-26 09:20:00+00:00,0,9,4,600.0,0
3976,11176,2024-04-26 09:20:00+00:00,2024-04-26 09:30:00+00:00,27,4,0,200,443,0,0,0,0,0,2024-04-26 09:20:00+00:00,0,9,4,600.0,0
10162,23142,2024-04-26 09:20:00+00:00,2024-04-26 09:30:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 09:20:00+00:00,0,9,4,600.0,0
18231909,1116695,2024-04-26 09:20:00+00:00,2024-04-26 09:30:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 09:20:00+00:00,0,9,4,600.0,1
22070,23511,2024-04-26 09:20:00+00:00,2024-04-26 09:30:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 09:20:00+00:00,0,9,4,600.0,0
10222,15024,2024-04-26 09:20:00+00:00,2024-04-26 09:30:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 09:20:00+00:00,0,9,4,600.0,0
4392,11674,2024-04-26 09:30:00+00:00,2024-04-26 09:40:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 09:30:00+00:00,0,9,4,600.0,0
14150,26266,2024-04-26 09:30:00+00:00,2024-04-26 09:40:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 09:30:00+00:00,0,9,4,600.0,0
43550,13546,2024-04-26 09:30:00+00:00,2024-04-26 09:40:00+00:00,0,6,0,200,443,0,0,0,0,0,2024-04-26 09:30:00+00:00,0,9,4,600.0,0
7474,14080,2024-04-26 09:30:00+00:00,2024-04-26 09:40:00+00:00,27,4,0,200,443,0,0,0,0,0,2024-04-26 09:30:00+00:00,0,9,4,600.0,0
1248666,38254,2024-04-26 09:30:00+00:00,2024-04-26 09:40:00+00:00,10,5,0,200,443,0,0,0,0,0,2024-04-26 09:30:00+00:00,0,9,4,600.0,0
9908,14552,2024-04-26 09:30:00+00:00,2024-04-26 09:40:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 09:30:00+00:00,0,9,4,600.0,0
24326941,1529035,2024-04-26 09:30:00+00:00,2024-04-26 09:40:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 09:30:00+00:00,0,9,4,600.0,1
28062,52066,2024-04-26 09:30:00+00:00,2024-04-26 09:40:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 09:30:00+00:00,0,9,4,600.0,0
8928,5548,2024-04-26 09:30:00+00:00,2024-04-26 09:40:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 09:30:00+00:00,0,9,4,600.0,0
5348,4296,2024-04-26 09:40:00+00:00,2024-04-26 09:50:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 09:40:00+00:00,0,9,4,600.0,0
8052,13298,2024-04-26 09:40:00+00:00,2024-04-26 09:50:00+00:00,12,6,0,200,443,0,0,0,0,0,2024-04-26 09:40:00+00:00,0,9,4,600.0,0
38524,42218,2024-04-26 09:40:00+00:00,2024-04-26 09:50:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 09:40:00+00:00,0,9,4,600.0,0
28400,13364,2024-04-26 09:40:00+00:00,2024-04-26 09:50:00+00:00,8,2,0,200,443,0,0,0,0,0,2024-04-26 09:40:00+00:00,0,9,4,600.0,0
2021960,78684,2024-04-26 09:40:00+00:00,2024-04-26 09:50:00+00:00,10,5,0,200,443,0,0,0,0,0,2024-04-26 09:40:00+00:00,0,9,4,600.0,0
7382,4370,2024-04-26 09:40:00+00:00,2024-04-26 09:50:00+00:00,2,2,0,200,443,0,0,0,0,0,2024-04-26 09:40:00+00:00,0,9,4,600.0,0
9232,23036,2024-04-26 09:40:00+00:00,2024-04-26 09:50:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 09:40:00+00:00,0,9,4,600.0,0
25199191,1557598,2024-04-26 09:40:00+00:00,2024-04-26 09:50:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 09:40:00+00:00,0,9,4,600.0,1
6216,13027,2024-04-26 09:40:00+00:00,2024-04-26 09:50:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 09:40:00+00:00,0,9,4,600.0,0
3996,11674,2024-04-26 09:40:00+00:00,2024-04-26 09:50:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 09:40:00+00:00,0,9,4,600.0,0
4324,11778,2024-04-26 09:40:00+00:00,2024-04-26 09:50:00+00:00,3,6,0,200,443,0,0,0,0,0,2024-04-26 09:40:00+00:00,0,9,4,600.0,0
21752,22356,2024-04-26 09:50:00+00:00,2024-04-26 10:00:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 09:50:00+00:00,0,9,4,600.0,0
28988,15340,2024-04-26 09:50:00+00:00,2024-04-26 10:00:00+00:00,9,2,0,200,443,0,0,0,0,0,2024-04-26 09:50:00+00:00,0,9,4,600.0,0
30450,14276,2024-04-26 09:50:00+00:00,2024-04-26 10:00:00+00:00,0,6,0,200,443,0,0,0,0,0,2024-04-26 09:50:00+00:00,0,9,4,600.0,0
3976,11178,2024-04-26 09:50:00+00:00,2024-04-26 10:00:00+00:00,27,4,0,200,443,0,0,0,0,0,2024-04-26 09:50:00+00:00,0,9,4,600.0,0
3782,11038,2024-04-26 09:50:00+00:00,2024-04-26 10:00:00+00:00,10,5,0,200,443,0,0,0,0,0,2024-04-26 09:50:00+00:00,0,9,4,600.0,0
40,264,2024-04-26 09:50:00+00:00,2024-04-26 10:00:00+00:00,14,6,0,200,443,0,0,0,0,0,2024-04-26 09:50:00+00:00,0,9,4,600.0,0
41336,13180,2024-04-26 09:50:00+00:00,2024-04-26 10:00:00+00:00,2,2,0,200,443,0,0,0,0,0,2024-04-26 09:50:00+00:00,0,9,4,600.0,0
3638,3190,2024-04-26 09:50:00+00:00,2024-04-26 10:00:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 09:50:00+00:00,0,9,4,600.0,0
25207794,1561220,2024-04-26 09:50:00+00:00,2024-04-26 10:00:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 09:50:00+00:00,0,9,4,600.0,1
5736,12114,2024-04-26 09:50:00+00:00,2024-04-26 10:00:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 09:50:00+00:00,0,9,4,600.0,0
9032,5862,2024-04-26 09:50:00+00:00,2024-04-26 10:00:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 09:50:00+00:00,0,9,4,600.0,0
